s.no,moduleId,moduleName,errorMessage
194,12012,GP-B2DR,"Please refresh to fetch price from server."
195,12013,GP-H2DR,"Please refresh to fetch price from server."
196,12014,GP-B3DR,"Please refresh to fetch price from server."
198,12016,GP-SBBC1SWB- Right-150,"Please refresh to fetch price from server."
199,12019,GP-BBCG1S-Right-150,"Please refresh to fetch price from server."
200,12031,GP-W1TL,"Please refresh to fetch price from server."
140,11536,Non-Gola-W1TL PO-430D,"Selected Depth is 300, Which is outside the allowable limits (Min = 335, Max = 430)"
140,11536,Non-Gola-W1TL PO-430D,"Error in zone : 1_140_11536_Non-Gola-W1TL PO-430D for module [Non-Gola Wall Cabinet 1 Shutter Top Lift Up Push To Open-430D,11536] : Insufficient accessories. Minimum required: 1 got 0"
141,11539,Gola-WDL-430D,"Please refresh to fetch price from server."
145,11623,WBC-Left-PO-300W-S,"Please refresh to fetch price from server."
146,11626,WBC-Right-PO-300W-S,"Please refresh to fetch price from server."
147,11627,Gola-BBCG1S-Left-450W-S,"Please refresh to fetch price from server."
148,11628,Gola-BBCG1S-Right-450W-S,"Please refresh to fetch price from server."
150,11630,Gola-BBCG1S-Right-150-450W-S,"Please refresh to fetch price from server."
151,11631,Gola-BBCG1S-Left-150-450W-S,"Please refresh to fetch price from server."
158,11645,Gola-BBC1S-Right-450W-S,"Please refresh to fetch price from server."
163,11943,GP-SB1S,"Please refresh to fetch price from server."
164,11944,GP-BBC1S-Left,"Please refresh to fetch price from server."
166,11946,GP-BBCG1S-Right,"Please refresh to fetch price from server."
167,11952,GP-W1S,"Please refresh to fetch price from server."
168,11953,GP-WAQ1S,"Please refresh to fetch price from server."
169,11954,GP-WBC-Left,"Please refresh to fetch price from server."
170,11955,GP-WBC-Right,"Please refresh to fetch price from server."
171,11956,GP-MT1S,"Please refresh to fetch price from server."
172,11957,GP-SB2S,"Please refresh to fetch price from server."
192,11996,GP-B1SPO,"Selected Depth is 540, Which is outside the allowable limits (Min = 560, Max = 560)"
192,11996,GP-B1SPO,"Error in zone : 10_192_11996_GP-B1SPO for module [G Profile-Base Cabinet Bottle Pull Out,11996] : Insufficient accessories. Minimum required: 1 got 0"
183,11969,GP-G2S,"Please refresh to fetch price from server."
184,11970,GP-W1S-430D,"Please refresh to fetch price from server."
185,11971,GP-WAQ1S-430D,"Please refresh to fetch price from server."
186,11972,GP-W2S,"Please refresh to fetch price from server."
187,11973,GP-W2S-430D,"Please refresh to fetch price from server."
188,11974,GP-WAQ2S-430D,"Please refresh to fetch price from server."
189,11975,GP-BLC2S,"Please refresh to fetch price from server."
190,11980,GP-WLC2S,"Please refresh to fetch price from server."
173,11959,GP-S2S,"Please refresh to fetch price from server."
174,11960,GP-B1S,"Please refresh to fetch price from server."
175,11961,GP-H1S,"Please refresh to fetch price from server."
176,11962,GP-G1S,"Please refresh to fetch price from server."
177,11963,GP-S1S,"Please refresh to fetch price from server."
178,11964,GP-SBBC1S- Left,"Please refresh to fetch price from server."
179,11965,GP-SBBC1S- Right,"Please refresh to fetch price from server."
180,11966,GP-SBBC1SWB- Right,"Please refresh to fetch price from server."
181,11967,GP-B2S,"Please refresh to fetch price from server."
182,11968,GP-H2S,"Please refresh to fetch price from server."
133,11270,W1TL PO,"Selected Depth is 300, Which is outside the allowable limits (Min = 330, Max = 330)"
136,11528,W1TL-430,"Selected Depth is 300, Which is outside the allowable limits (Min = 335, Max = 430)"
137,11529,W1TL PO-430D,"Selected Depth is 300, Which is outside the allowable limits (Min = 335, Max = 430)"
133,11270,W1TL PO,"Error in zone : 4_133_11270_W1TL PO for module [Wall Cabinet 1 Shutter Top Lift Up Push To Open,11270] : Insufficient accessories. Minimum required: 1 got 0"
136,11528,W1TL-430,"Error in zone : 7_136_11528_W1TL-430 for module [Wall Cabinet 1 Shutter Top Lift Up-430D,11528] : Insufficient accessories. Minimum required: 1 got 0"
137,11529,W1TL PO-430D,"Error in zone : 8_137_11529_W1TL PO-430D for module [Wall Cabinet 1 Shutter Top Lift Up Push To Open-430D,11529] : Insufficient accessories. Minimum required: 1 got 0"
132,11269,Non-Gola-W1TL PO,"Selected Depth is 300, Which is outside the allowable limits (Min = 330, Max = 330)"
139,11535,Gola-W1TL-430D,"Selected Depth is 300, Which is outside the allowable limits (Min = 335, Max = 430)"
132,11269,Non-Gola-W1TL PO,"Error in zone : 9_132_11269_Non-Gola-W1TL PO for module [Non-Gola Wall Cabinet 1 Shutter Top Lift Up Push To Open,11269] : Insufficient accessories. Minimum required: 1 got 0"
139,11535,Gola-W1TL-430D,"Error in zone : 10_139_11535_Gola-W1TL-430D for module [Gola Wall Cabinet 1 Shutter Top Lift Up,11535] : Insufficient accessories. Minimum required: 1 got 0"
192,11996,GP-B1SPO,"Selected Depth is 540, Which is outside the allowable limits (Min = 560, Max = 560)"
192,11996,GP-B1SPO,"Error in zone : 10_192_11996_GP-B1SPO for module [G Profile-Base Cabinet Bottle Pull Out,11996] : Insufficient accessories. Minimum required: 1 got 0"
197,12015,GP-H3DR,"Selected Height is 600, Which is outside the allowable limits (Min = 650, Max = 750)"
197,12015,GP-H3DR,"Error in zone : 5_197_12015_GP-H3DR for module [G Profile-Hob Cabinet 3 Drawer,12015] : Insufficient accessories. Minimum required: 3 got 1"
140,11536,Non-Gola-W1TL PO-430D,"Selected Depth is 300, Which is outside the allowable limits (Min = 335, Max = 430)"
140,11536,Non-Gola-W1TL PO-430D,"Error in zone : 1_140_11536_Non-Gola-W1TL PO-430D for module [Non-Gola Wall Cabinet 1 Shutter Top Lift Up Push To Open-430D,11536] : Insufficient accessories. Minimum required: 1 got 0"
